Linux 4.11.3-1-ARCH (jan-laptop) 	23.06.2017 	_x86_64_	(4 CPU)

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
 1498231187  1000         0     31709    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231187  1000         0     31710    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231187  1000         0     31711    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231187  1000         0     31712    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231187  1000         0     31713    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231187  1000         0     31714    0,00    0,00    0,00    0,00     3      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231187  1000         0     31715    0,00    0,00    0,00    0,00     3      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231187  1000         0     31716    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231187  1000         0     31717    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
 1498231190  1000     31702         0  100,00    0,00    0,00  100,00     1      1,33      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  java
 1498231190  1000         0     31704  100,00    0,00    0,00  100,00     2      0,33      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231190  1000         0     31705    0,00    0,00    0,00    0,00     1      1,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231190  1000         0     31709    0,00    0,33    0,00    0,33     0      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java
 1498231190  1000         0     31717    0,33    0,00    0,00    0,33     0      0,00      0,00 4281796  839244  11,00     136      36      0,00      0,00      0,00       0  |__java

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
 1498231193  1000     31702         0  100,00    2,33    0,00  100,00     1   7924,67      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  java
 1498231193  1000         0     31702    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31704   90,67    0,00    0,00   90,67     2      0,33      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31705    9,00    0,00    0,00    9,00     1      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31706    6,00    0,33    0,00    6,33     0      1,67      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31707    6,33    0,00    0,00    6,33     0      0,33      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31708    6,67    2,00    0,00    8,67     2   7670,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31709    0,33    0,00    0,00    0,33     1    252,33      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31710    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31711    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31712    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31713    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31714    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31715    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31716    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231193  1000         0     31717    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
 1498231196  1000     31702         0   98,67    0,00    0,00   98,67     1      1,67      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  java
 1498231196  1000         0     31704   98,33    0,00    0,00   98,33     2      0,33      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231196  1000         0     31706    0,00    0,00    0,00    0,00     1      0,33      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231196  1000         0     31707    0,33    0,00    0,00    0,33     0      1,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java
 1498231196  1000         0     31717    0,00    0,33    0,00    0,33     0      0,00      0,00 4281796  934208  12,25     136      36      0,00      0,00      0,00       0  |__java

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
 1498231200  1000     31702         0  100,00    0,00    0,00  100,00     1     85,33      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  java
 1498231200  1000         0     31702    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31704  100,00    0,00    0,00  100,00     2     84,33      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31705    0,33    0,00    0,00    0,33     0      1,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31706    0,33    0,00    0,00    0,33     1      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31707    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31708    0,33    0,00    0,00    0,33     1      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31709    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31710    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31711    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31712    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31713    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31714    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31715    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31716    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231200  1000         0     31717    0,33    0,00    0,00    0,33     0      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
 1498231202  1000     31702         0   96,67    0,00    0,00   96,67     1      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  java
 1498231202  1000         0     31704   96,67    0,00    0,00   96,67     2      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
 1498231205  1000     31702         0  100,00    0,33    0,00  100,00     1      0,67      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  java
 1498231205  1000         0     31704  100,00    0,33    0,00  100,00     3      0,33      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00 9767151  |__java
 1498231205  1000         0     31708    0,00    0,00    0,00    0,00     2      0,33      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java
 1498231205  1000         0     31709    0,33    0,00    0,00    0,33     1      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
 1498231208  1000     31702         0   98,67    0,33    0,00   99,00     1      0,33      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  java
 1498231208  1000         0     31704   98,33    0,00    0,00   98,33     1      0,33      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00 9767364  |__java
 1498231208  1000         0     31717    0,33    0,00    0,00    0,33     3      0,00      0,00 4281796  935248  12,26     136      36      0,00      0,00      0,00       0  |__java

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
 1498231211  1000     31702         0  100,00    6,00    0,00  100,00     1  22336,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  java
 1498231211  1000         0     31702    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31704   78,33    0,33    0,00   78,67     3      0,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00 9767792  |__java
 1498231211  1000         0     31705   13,67    0,00    0,00   13,67     1      0,33      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31706   14,33    0,33    0,00   14,67     1      1,33      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31707   12,00    5,33    0,00   17,33     3  21619,67      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31708   13,33    0,00    0,00   13,33     0      0,67      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31709    0,67    0,33    0,00    1,00     0    713,67      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31710    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31711    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31712    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31713    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31714    0,00    0,00    0,00    0,00     1      0,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31715    0,00    0,00    0,00    0,00     1      0,33      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31716    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java
 1498231211  1000         0     31717    0,00    0,00    0,00    0,00     0      0,00      0,00 4281796 1203092  15,77     136      36      0,00      0,00      0,00       0  |__java

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM StkSize  StkRef   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
